"","meses_no_local_alocado","churn","idade","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","pop_ocupada_2019","var_taxa_ocupacao","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"881",67,"permanece",32,"Não",0,1,"SIM",7.3134328358209,1.55223880597015,1.1044776119403,1.11940298507463,"Nordeste",47938,"PP-II",9329.77,145,2992,23.4788583246302,467.81,0,8.499,4.9,2288.001,2.13,4.261,128
"882",22,"migrou",34,"Não",0,1,"NÃO",5,2.68181818181818,1,1.5,"Nordeste",47938,"PP-II",9329.77,145,2992,23.4788583246302,467.81,0,8.499,4.9,2288.001,2.13,4.261,128
"883",46,"migrou",32,"Não",0,1,"SIM",4,2.39130434782609,1,1,"Nordeste",47938,"PP-II",9329.77,145,2992,23.4788583246302,467.81,0,8.499,4.9,2288.001,2.13,4.261,128
"884",22,"migrou",41,"Não",0,1,"NÃO",4,1,1,NA,"Nordeste",47938,"PP-II",9329.77,145,2992,23.4788583246302,467.81,0,8.499,4.9,2288.001,2.13,4.261,128
"885",19,"migrou",31,"Não",0,1,"NÃO",8,3,1,1,"Nordeste",6902,"PP-I",7908.17,163,375,48.0843120947439,473.42,0,0,4.5,1211.914,0,29.656,146
"886",50,"migrou",33,"Não",0,1.04,"SIM",5.53846153846154,2.28846153846154,1.19711538461538,1.05769230769231,"Nordeste",8436,"PP-I",7063.99,135,430,27.6865246577262,586.27,0,0,3.8,2128.173,24.067,60.168,183
"887",66,"migrou",39,"Sim",2.83333333333333,1,"NÃO",5,2,1,1,"Nordeste",7434,"PP-I",7484.51,130,371,34.8980178109739,502.87,0,0,6.5,6623.44,24.322,12.161,251
"888",37,"migrou",39,"Não",0,1,"NÃO",10,7,2.91891891891892,2,"Nordeste",10212,"PP-I",6917.16,121,544,41.0323018670845,322.44,0,9.446,5.1,3173.169,18.975,9.488,100
"889",20,"migrou",46,"Não",0,1,"NÃO",9.5,4.75,2.01,2.7,"Nordeste",45793,"PP-II",13539.09,130,4873,11.3866820039819,786.45,0,17.082,5,5596.225,2.138,19.243,84
"890",30,"migrou",32,"Não",0,1,"NÃO",5.2,3.76666666666667,1,2,"Nordeste",11100,"PP-I",8211.74,166,678,59.2907335907336,347.23,0,8.759,4.5,3789.099,0,0,136
"891",26,"migrou",45,"Não",0,1.11538461538462,"NÃO",9.56521739130435,4.43478260869565,2,1.17391304347826,"Nordeste",28212,"PP-II",8427.38,151,1382,17.8748545800439,488.27,0,28.79,4.3,2485.83,32.462,3.607,290
"892",67,"migrou",70,"Sim",7.5,1,"SIM",7.11940298507463,1.38805970149254,1.07462686567164,0.917910447761194,"Nordeste",7356,"PP-I",7791.87,127,438,80.7298582394375,540.95,0,0,4.1,1105.106,0,12.101,854
"893",21,"migrou",30,"Não",0,1,"NÃO",7,2.42857142857143,1,1,"Nordeste",7356,"PP-I",7791.87,127,438,80.7298582394375,540.95,0,0,4.1,1105.106,0,12.101,854
"894",10,"migrou",32,"Não",0,1,"NÃO",6,1,1.1,NA,"Nordeste",40970,"PP-II",10247.03,143,3284,40.4109301208224,346.33,0,22.649,3.8,2787.383,2.524,10.096,189
"895",10,"migrou",32,"Não",0,1,"NÃO",5.2,1,1,1.4,"Nordeste",40970,"PP-II",10247.03,143,3284,40.4109301208224,346.33,0,22.649,3.8,2787.383,2.524,10.096,189
"896",10,"migrou",29,"Não",0,1,"NÃO",6,1,1,1,"Nordeste",40970,"PP-II",10247.03,143,3284,40.4109301208224,346.33,0,22.649,3.8,2787.383,2.524,10.096,189
"897",47,"migrou",32,"Não",0,1,"NÃO",5.65957446808511,1,1.02127659574468,1.02127659574468,"Nordeste",40970,"PP-II",10247.03,143,3284,40.4109301208224,346.33,0,22.649,3.8,2787.383,2.524,10.096,189
"898",54,"migrou",31,"Não",0,1.05882352941176,"NÃO",5.05555555555556,1.52777777777778,1.65277777777778,NA,"Nordeste",40970,"PP-II",10247.03,143,3284,40.4109301208224,346.33,0,22.649,3.8,2787.383,2.524,10.096,189
"899",6,"migrou",29,"Não",0,1,"NÃO",5,1.375,1,NA,"Nordeste",4505,"PP-I",7440.92,109,285,51.9183577879827,630.41,0,0,4.4,4439.584,0,18.695,194
"900",72,"permanece",76,"Sim",1.33333333333333,1,"SIM",4.70833333333333,2.27083333333333,1.03472222222222,NA,"Nordeste",3518,"PP-I",7739.93,105,225,28.2878025473855,764.81,0,0,3.9,8139.414,51.613,25.806,118
"901",24,"migrou",40,"Sim",2.41666666666667,2.57894736842105,"NÃO",5,1.40789473684211,1.57894736842105,1,"Nordeste",14958,"PP-I",9309.53,159,905,46.7586912199475,538.92,0,0,4.4,4153.169,19.613,26.151,246
"902",43,"migrou",78,"Não",0,1.02325581395349,"NÃO",4.40909090909091,4.52272727272727,1.52272727272727,1,"Nordeste",9420,"PP-I",7673.92,107,462,5.40065748921307,702.72,0,0,5,6616.505,30.669,61.337,263
"903",34,"migrou",31,"Não",0,1,"NÃO",7,3.31470588235294,3.06617647058824,1.16176470588235,"Nordeste",2970,"PP-I",18313.7,303,259,66.5341587922233,1222.65,59.9,33.245,3.8,5322.494,33.223,33.223,482
"904",67,"migrou",45,"Não",0,1.17910447761194,"SIM",6.68354430379747,1.5253164556962,1.37974683544304,1.37341772151899,"Nordeste",42559,"PP-II",9422.9,110,2692,39.9612813232855,753.55,4.36,10.202,3.9,775.868,5.119,5.119,54
"905",21,"migrou",34,"Não",0,1,"NÃO",5,1.38095238095238,2.04761904761905,0.8,"Nordeste",30641,"PP-II",10983.41,168,2578,-5.2732122396345,556.52,55.25,13.197,3.1,2078.106,3.314,3.314,351
"906",11,"migrou",31,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",10641,"PP-I",7629.12,135,650,39.6807437984988,567.04,0,0,3.9,2936.031,18.327,9.163,195
"907",39,"migrou",30,"Não",0,1.02564102564103,"NÃO",4.5,1.7,1.025,1.2,"Nordeste",2827,"PP-I",8548.93,115,169,27.3758412691807,1102,0,0,4.7,5202.953,0,33.568,116
"908",20,"migrou",29,"Não",0,1,"NÃO",6,2.125,1.53125,1,"Nordeste",13264,"PP-I",7941.2,137,645,31.8323477348484,439.17,0,27.512,4.2,3128.306,20.707,6.902,119
"909",30,"migrou",74,"Não",0,1,"NÃO",15.2666666666667,3.6,2.6,1.2,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"910",35,"migrou",43,"Não",0,1,"NÃO",6,1.77142857142857,1.8,1,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"911",67,"permanece",40,"Não",0,1.58208955223881,"SIM",14.3880597014925,4,2.14925373134328,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"912",67,"migrou",39,"Não",0,1.3134328358209,"SIM",13.6567164179104,3.70149253731343,2.09701492537313,1.34328358208955,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"913",9,"migrou",38,"Não",0,1,"NÃO",18.5555555555556,3.44444444444444,2.5,3,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"914",67,"permanece",38,"Não",0,1.61194029850746,"SIM",10.2238805970149,2.95522388059702,1.93283582089552,1.34328358208955,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"915",56,"migrou",38,"Não",0,1.125,"NÃO",8.16216216216216,2.21621621621622,1.55405405405405,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"916",55,"migrou",36,"Não",0,1.49090909090909,"NÃO",3.51612903225806,4.14516129032258,2.87096774193548,1,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"917",56,"migrou",34,"Não",0,1.10714285714286,"NÃO",8.21875,2,1.44375,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"918",67,"permanece",34,"Não",0,2.38805970149254,"SIM",13.6417910447761,3.80597014925373,1.8089552238806,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"919",24,"migrou",34,"Não",0,1,"NÃO",18.8333333333333,4.375,3.04166666666667,1.125,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"920",67,"migrou",34,"Não",0,1.59701492537313,"NÃO",7,2.4,2.34285714285714,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"921",20,"migrou",33,"Não",0,1,"NÃO",4,1,1.1,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"922",67,"migrou",32,"Não",0,1,"SIM",6,1.41791044776119,1.41791044776119,1,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"923",31,"migrou",32,"Não",0,1,"NÃO",4.83870967741935,1.06451612903226,1,NA,"Nordeste",162159,"GP",17151.73,158,24667,20.3457737348595,679.29,43.22,20.251,4.4,3324.537,0.655,3.93,340
"924",10,"migrou",38,"Não",0,1,"NÃO",5,1,1,1,"Nordeste",37894,"PP-II",8865.84,138,2567,19.982940255067,543.79,0,12.906,3.8,2399.815,10.335,7.751,207
"925",10,"migrou",31,"Não",0,1,"NÃO",6,1,1,1,"Nordeste",37894,"PP-II",8865.84,138,2567,19.982940255067,543.79,0,12.906,3.8,2399.815,10.335,7.751,207
"926",32,"migrou",40,"Não",0,2.09375,"NÃO",5.84375,2.25,1.78125,1.5,"Nordeste",83090,"MP",21330.16,129,17316,16.5588639045424,935.31,51.22,12.784,4.3,562.91,5.128,6.41,315
"927",66,"migrou",32,"Não",0,1.62121212121212,"SIM",7.18181818181818,3,1.19318181818182,1,"Nordeste",83090,"MP",21330.16,129,17316,16.5588639045424,935.31,51.22,12.784,4.3,562.91,5.128,6.41,315
"928",67,"permanece",39,"Sim",0.916666666666667,1,"NÃO",9.22727272727273,3.06818181818182,2.59659090909091,1.5,"Nordeste",17613,"PP-I",9873.14,143,813,-30.8161809119421,495.54,0,16.282,4.9,2302.537,0,5.438,445
"929",67,"permanece",33,"Não",0,1,"NÃO",4,1,1.05970149253731,NA,"Nordeste",28846,"PP-II",10910.15,159,2317,56.2953557974531,647.11,0,20.84,5.5,1639.136,17.42,17.42,209
"930",10,"migrou",29,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",3042,"PP-I",7973.91,111,180,32.2785352885687,560.45,0,0,2.9,3813.636,0,0,173
"931",33,"migrou",39,"Não",0,1,"NÃO",7.09090909090909,1,1,1.81818181818182,"Nordeste",4837,"PP-I",8994.06,154,318,30.2263799875956,760.67,0.32,19.94,4.3,5523.223,0,20.004,123
"932",12,"migrou",30,"Não",0,1,"NÃO",4,1.66666666666667,1.08333333333333,1,"Nordeste",8186,"PP-I",7054.71,136,379,-0.688238227297219,614.39,0,25.034,4.7,3966.016,12.599,12.599,222
"933",67,"permanece",32,"Não",0,1.83582089552239,"SIM",5.88524590163934,4.72131147540984,2.74180327868852,1.18032786885246,"Nordeste",38934,"PP-II",14215.49,165,4078,6.24329630334,549.46,0,14.405,4.1,3450.637,2.896,2.896,523
"934",19,"migrou",32,"Não",0,1,"NÃO",6,2,1,1,"Sul",119138,"GP",40428.09,61,41564,-7.41943222272957,599.76,75.68,17.069,NA,1357.748,3.3,28.053,380
"935",9,"migrou",32,"Não",0,1,"NÃO",7,1,1,1,"Sul",119138,"GP",40428.09,61,41564,-7.41943222272957,599.76,75.68,17.069,NA,1357.748,3.3,28.053,380
"936",9,"migrou",35,"Não",0,1,"NÃO",5,2.19444444444444,3.55555555555556,1,"Sul",4854,"PP-I",32664.73,138,649,71.9267637434615,1047.72,0,18.426,NA,2377.636,0,36.543,545
"937",21,"migrou",31,"Não",0,1,"NÃO",6.61904761904762,6.85714285714286,3.57142857142857,1.5952380952381,"Sul",8710,"PP-I",18196.45,132,1808,18.2034456132561,754.76,16.64,0,NA,5325.193,11.719,11.719,348
"938",9,"migrou",48,"Não",0,1,"NÃO",7,7,3.88888888888889,1.72222222222222,"Sul",8710,"PP-I",18196.45,132,1808,18.2034456132561,754.76,16.64,0,NA,5325.193,11.719,11.719,348
"939",62,"migrou",45,"Não",0,1.11290322580645,"NÃO",3,15.25,4.125,6.85,"Sul",107208,"GP",38631.8,112,27298,5.38587711242731,697.19,99.99,10.325,NA,1136.573,6.622,4.73,395
"940",8,"migrou",43,"Não",0,1,"NÃO",5,1.4,1,1,"Sul",20481,"PP-II",30804.87,106,5299,6.11440202946456,865.71,49.36,0,NA,2205.289,5.236,15.708,574
"941",24,"migrou",33,"Não",0,1,"NÃO",12,3,3,1.91666666666667,"Sul",10446,"PP-I",23828.52,78,1216,-3.52588135368886,901.94,0,49.073,NA,4035.721,19.583,29.374,476
"942",35,"migrou",37,"Não",0,1,"NÃO",6.57142857142857,4.97142857142857,2.88571428571429,NA,"Sul",232212,"GP",22145.12,100,43877,-7.35867513636055,365.14,73.88,25.438,NA,328.375,12.456,2.491,20
"943",38,"migrou",36,"Não",0,1,"NÃO",9.1578947368421,6.05263157894737,3.31578947368421,1,"Sul",232212,"GP",22145.12,100,43877,-7.35867513636055,365.14,73.88,25.438,NA,328.375,12.456,2.491,20
"944",23,"migrou",34,"Não",0,1,"NÃO",9.73913043478261,5.30434782608696,3.17391304347826,1,"Sul",232212,"GP",22145.12,100,43877,-7.35867513636055,365.14,73.88,25.438,NA,328.375,12.456,2.491,20
"945",23,"migrou",38,"Não",0,1,"NÃO",11.8695652173913,5.91304347826087,3.47826086956522,1,"Sul",232212,"GP",22145.12,100,43877,-7.35867513636055,365.14,73.88,25.438,NA,328.375,12.456,2.491,20
"946",51,"migrou",33,"Não",0,1,"SIM",12.0392156862745,4.92156862745098,3,1.01960784313725,"Sul",4494,"PP-I",38899.78,79,539,21.6168224299065,1749.65,0,22.376,NA,1433.032,44.553,44.553,510
"947",27,"migrou",31,"Não",0,1.55555555555556,"NÃO",10,3.6,2,1,"Sul",4557,"PP-I",19693.54,93,540,5.61959856008291,1577.27,0,19.037,NA,4454.237,38.175,19.088,586
"948",43,"migrou",42,"Não",0,1,"SIM",5.83720930232558,1.7906976744186,1.0046511627907,0.451162790697674,"Sul",32097,"PP-II",29146.11,128,5909,0.204772277298048,897.94,66.28,45.291,NA,4364.005,0,12.15,651
"949",67,"permanece",40,"Sim",3.58333333333333,2.1044776119403,"NÃO",2.03709677419355,0.7,0.812903225806452,NA,"Sul",32097,"PP-II",29146.11,128,5909,0.204772277298048,897.94,66.28,45.291,NA,4364.005,0,12.15,651
"950",67,"permanece",40,"Não",0,1,"SIM",3.546875,1.33046875,1.2453125,NA,"Sul",32097,"PP-II",29146.11,128,5909,0.204772277298048,897.94,66.28,45.291,NA,4364.005,0,12.15,651
"951",66,"permanece",33,"Não",0,1.66666666666667,"SIM",4.23909090909091,9.45886363636364,3.55772727272727,NA,"Sul",182093,"GP",33642.77,125,48854,8.43379709600869,651.27,92.28,11.57,NA,2087.973,3.882,2.773,256
"952",13,"migrou",50,"Não",0,1,"NÃO",5,4,1.23076923076923,0.923076923076923,"Sul",42062,"PP-II",23592.9,122,7982,-11.2935119993965,1083.9,99.99,35.072,NA,5024.118,0,2.733,131
"953",42,"migrou",32,"Não",0,1,"NÃO",12.4210526315789,6.89473684210526,3.26315789473684,NA,"Sul",28830,"PP-II",22216.25,102,6669,-2.20959273143558,791.73,20.44,15.942,NA,3871.273,9.633,9.633,297
"954",67,"permanece",32,"Não",0,1,"SIM",3,1.3134328358209,1.1044776119403,NA,"Sul",8991,"PP-I",28165.85,160,1247,11.3459104477371,1156.77,0,0,NA,4160.289,24.922,12.461,657
"955",20,"migrou",30,"Não",0,1,"NÃO",6,2.65,1,1.375,"Sul",3572,"PP-I",26965.84,214,482,19.6743372545541,1801.42,0,0,NA,5424.493,0,33.887,602
"956",6,"migrou",36,"Não",0,1,"NÃO",9,3.66666666666667,2.33333333333333,NA,"Sul",32720,"PP-II",26013.06,130,7615,17.4961920731494,697.22,14.59,6.253,NA,2793.242,3.122,9.365,394
"957",67,"permanece",34,"Não",0,1.58208955223881,"SIM",7.02985074626866,11.1063432835821,4.38059701492537,NA,"Sul",32720,"PP-II",26013.06,130,7615,17.4961920731494,697.22,14.59,6.253,NA,2793.242,3.122,9.365,394
"958",3,"migrou",29,"Não",0,1,"NÃO",8.33333333333333,4,2,NA,"Sul",32720,"PP-II",26013.06,130,7615,17.4961920731494,697.22,14.59,6.253,NA,2793.242,3.122,9.365,394
"959",67,"migrou",41,"Não",0,1.2089552238806,"NÃO",3.80246913580247,6.1962962962963,2.51481481481481,0.712962962962963,"Sul",55836,"MP",44316.94,111,19030,-5.1148826708386,977.08,29.1,5.666,NA,3495.466,13.364,13.364,579
"960",67,"migrou",41,"Não",0,2.04477611940298,"NÃO",3.77586206896552,1.83922413793103,1.00215517241379,1.04008620689655,"Sul",55836,"MP",44316.94,111,19030,-5.1148826708386,977.08,29.1,5.666,NA,3495.466,13.364,13.364,579
"961",11,"migrou",34,"Não",0,1,"NÃO",5.63636363636364,6.36363636363636,2,2.5,"Sul",1323,"PP-I",26686.66,91,230,10.5668934240363,2245.29,0,0,NA,3685.97,65.189,65.189,533
"962",47,"migrou",45,"Não",0,1,"NÃO",9.02439024390244,9.4,6.73658536585366,0.580487804878049,"Sul",6785,"PP-I",29985.92,120,838,2.32984610499874,1418.85,0,50.033,NA,2713.545,16.736,33.473,562
"963",67,"permanece",45,"Sim",0.666666666666667,1.61194029850746,"SIM",8,7.70298507462687,2.67537313432836,3.49925373134328,"Sul",118730,"GP",12365.41,83,10003,-9.53124668874622,394.23,88.54,35.387,NA,2917.731,0.9,4.502,22
"964",50,"migrou",64,"Não",0,1,"SIM",7.64,6.983,2.424,NA,"Sul",118730,"GP",12365.41,83,10003,-9.53124668874622,394.23,88.54,35.387,NA,2917.731,0.9,4.502,22
"965",67,"permanece",35,"Não",0,1,"SIM",8.08955223880597,6.05597014925373,2.11380597014925,1.05223880597015,"Sul",118730,"GP",12365.41,83,10003,-9.53124668874622,394.23,88.54,35.387,NA,2917.731,0.9,4.502,22
"966",67,"migrou",47,"Não",0,1.07462686567164,"SIM",9.85074626865672,8.38731343283582,4.64514925373134,3.32686567164179,"Sul",118730,"GP",12365.41,83,10003,-9.53124668874622,394.23,88.54,35.387,NA,2917.731,0.9,4.502,22
"967",36,"migrou",32,"Não",0,1,"NÃO",8,7.86111111111111,2.13888888888889,3.36805555555556,"Sul",118730,"GP",12365.41,83,10003,-9.53124668874622,394.23,88.54,35.387,NA,2917.731,0.9,4.502,22
"968",17,"migrou",40,"Não",0,1,"NÃO",7,1,1,1,"Sul",33567,"PP-II",28563.73,165,6444,23.6317267572313,1439.97,55.62,16.496,NA,1481.03,6.528,9.793,348
"969",67,"permanece",33,"Não",0,1,"SIM",5.77611940298507,1.40298507462687,1.11940298507463,NA,"Sul",33567,"PP-II",28563.73,165,6444,23.6317267572313,1439.97,55.62,16.496,NA,1481.03,6.528,9.793,348
"970",19,"migrou",31,"Não",0,1,"NÃO",7.89473684210526,4.57894736842105,2,1.84210526315789,"Sul",4070,"PP-I",24183.76,122,820,22.5909145671404,1512.56,0,23.458,NA,2877.545,23.507,47.015,566
"971",10,"migrou",33,"Não",0,1.2,"NÃO",4.5,1,1.2,NA,"Sul",49393,"PP-II",24237.3,134,8526,25.312573318859,484.31,49.98,26.799,NA,3980.524,5.774,11.547,203
"972",13,"migrou",53,"Não",0,2.4,"NÃO",6,1,1,0.41,"Sul",30738,"PP-II",38000.13,23,6917,14.9761417270917,801.88,43.06,43.984,NA,1623.021,41.435,26.637,431
"973",25,"migrou",40,"Não",0,1.28,"NÃO",9.78125,6.859375,4.59375,1.34375,"Sul",4221,"PP-I",18432.91,56,350,-6.59780118481164,937.07,0,0,NA,1506.614,22.594,22.594,576
"974",8,"migrou",30,"Não",0,1,"NÃO",6,1.875,1,1,"Sul",24573,"PP-II",22573.31,95,4084,11.8298050075128,668.82,51.72,14.973,NA,636.61,3.759,7.518,227
"975",15,"migrou",31,"Não",0,1,"NÃO",8.73333333333333,1,1,1,"Sul",15223,"PP-I",25302.56,105,3127,19.3504528655873,776.48,50.63,6.764,NA,2362.13,20.415,20.415,494
"976",8,"migrou",33,"Não",0,1,"NÃO",6,1,1,NA,"Sul",8613,"PP-I",35237.12,164,1484,11.8967017455975,1125.33,18.77,0,NA,2126.917,25.481,101.924,513
"977",67,"permanece",48,"Não",0,2.22388059701493,"NÃO",5.95522388059702,4.23880597014925,1.1910447761194,1.17910447761194,"Sul",25492,"PP-II",36926.62,109,6001,19.7130421182544,1080.22,40.53,26.425,NA,4260.972,3.816,7.632,617
"978",10,"migrou",48,"Não",0,1,"NÃO",4,1,0.95,NA,"Sul",23673,"PP-II",24884.78,162,4714,-6.29739709561873,747.55,53.37,19.835,NA,605.757,14.948,24.914,568
"979",3,"migrou",36,"Não",0,1,"NÃO",3.66666666666667,1.33333333333333,1,NA,"Sul",23673,"PP-II",24884.78,162,4714,-6.29739709561873,747.55,53.37,19.835,NA,605.757,14.948,24.914,568
"980",11,"migrou",51,"Não",0,1,"NÃO",10.5454545454545,4.86363636363636,2.93181818181818,1,"Sul",118455,"GP",17875.9,104,16103,-18.5420211717008,452.02,49.58,35.165,NA,4613.233,6.28,4.187,418
"981",10,"migrou",49,"Não",0,1,"NÃO",9.8,5.025,3.05,1,"Sul",118455,"GP",17875.9,104,16103,-18.5420211717008,452.02,49.58,35.165,NA,4613.233,6.28,4.187,418
"982",56,"migrou",30,"Não",0,1.43636363636364,"SIM",6.59259259259259,1.82407407407407,1.25925925925926,NA,"Sul",19188,"PP-I",27863.76,177,4091,46.2136701761747,564.43,59.85,5.151,NA,2294.763,5.143,5.143,270
"983",18,"migrou",39,"Não",0,1,"NÃO",5,3,1,1,"Sul",8215,"PP-I",27925.95,125,1293,22.5959563298844,910.5,76.26,0,NA,2123.904,11.641,23.283,556
"984",52,"migrou",47,"Não",0,1,"NÃO",6.03125,7.5671875,5.7421875,2,"Sul",9706,"PP-I",51167.93,148,2017,4.03258569031763,1255.3,0,29.248,NA,1217.381,14.669,29.338,455
"985",36,"migrou",39,"Não",0,1,"NÃO",11.1111111111111,3.73611111111111,3.625,NA,"Sudeste",483087,"GP",15779.73,67,36152,-2.22798951692307,343.7,43.23,12.918,3.7,2086.949,0,0.983,35
"986",9,"migrou",49,"Não",0,1,"NÃO",3.33333333333333,1.44444444444444,1.22222222222222,NA,"Sudeste",483087,"GP",15779.73,67,36152,-2.22798951692307,343.7,43.23,12.918,3.7,2086.949,0,0.983,35
"987",34,"migrou",45,"Não",0,1,"NÃO",7.14705882352941,1.22058823529412,1.02941176470588,1.17647058823529,"Sudeste",483087,"GP",15779.73,67,36152,-2.22798951692307,343.7,43.23,12.918,3.7,2086.949,0,0.983,35
"988",66,"migrou",35,"Não",0,1,"SIM",6.24242424242424,1.56818181818182,1.20454545454545,1.07575757575758,"Sudeste",26881,"PP-II",20997.64,127,4512,17.9173427338562,1015.97,95.25,18.4,6.1,959.927,3.677,18.386,273
"989",72,"migrou",37,"Sim",4.5,2.29850746268657,"SIM",4.92424242424242,1.71212121212121,1.13787878787879,1,"Sudeste",26881,"PP-II",20997.64,127,4512,17.9173427338562,1015.97,95.25,18.4,6.1,959.927,3.677,18.386,273
"990",20,"migrou",41,"Não",0,1,"NÃO",22,3,3,2.5375,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"991",67,"migrou",55,"Sim",0.0833333333333333,1.02985074626866,"SIM",21.7164179104478,4.95522388059702,4.75373134328358,3.63805970149254,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"992",23,"migrou",64,"Não",0,1,"NÃO",25.8260869565217,8.47826086956522,7.73913043478261,1.92391304347826,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"993",36,"migrou",34,"Sim",1,1,"NÃO",19.2903225806452,4,4,3.5,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"994",72,"permanece",33,"Sim",1.66666666666667,1.44776119402985,"SIM",23.5522388059701,6.04477611940298,4.45149253731343,NA,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"995",36,"migrou",33,"Não",0,1,"NÃO",27.6388888888889,5.25,4.92361111111111,3.20138888888889,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"996",67,"permanece",66,"Não",0,1,"SIM",24.6119402985075,8.61194029850746,7.34328358208955,2.94626865671642,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"997",72,"migrou",46,"Sim",6.66666666666667,1,"SIM",7.83582089552239,3.85074626865672,3.46641791044776,NA,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"998",18,"migrou",32,"Não",0,1.23076923076923,"NÃO",8.64285714285714,3,2.82142857142857,NA,"Sudeste",785867,"GP",21218.9,66,104793,1.30180628489413,605.91,54.26,9.377,3.8,1988.845,0,1.221,38
"999",36,"migrou",69,"Não",0,1,"NÃO",11.8888888888889,3.80555555555556,1.97222222222222,1.30555555555556,"Sudeste",38961,"PP-II",19423.34,86,5535,-2.79658048930874,821.11,87.45,7.758,4.1,3806.487,5.178,15.534,327
"1000",66,"permanece",72,"Sim",9.75,1,"SIM",7.03030303030303,1.88636363636364,1.71212121212121,NA,"Sudeste",896744,"GP",16931.63,64,120214,13.008999779927,378.25,33.49,26.64,3.7,1518.378,0,0.371,30
"1001",66,"permanece",39,"Não",0,1,"SIM",56.9772727272727,45.9458333333333,19.075,1.6969696969697,"Sudeste",440962,"GP",20631.66,89,61437,3.440625202673,521.19,60.38,28.154,3.6,1442.336,0,0.636,30
